1437,2685
410,630
229,326
900,2480
113,151
581,899
512,799
152,227
396,853
487,742
410,643
1206,2011
55,186
473,699
791,1274
515,1339
1065,1779
43,68
87,111
990,1605
895,2499
243,358
284,396
1076,1793
928,1629
323,472
909,2555
458,1865
91,122
388,574
94,127
319,474
200,294
1301,2261
1018,1680
1448,2725
718,1159
537,818
327,1237
1173,1968
1450,2734
574,885
892,2443
530,815
1287,2218
426,2155
667,1049
501,757
1050,1753
1003,1641
60,1014
1140,1912
407,600
431,957
725,1175
922,1460
901,2569
1391,2433
278,1129
597,1111
736,1943
1107,1856
355,531
23,2007
892,2456
511,778
483,716
617,945
801,1291
257,373
419,960
892,1409
1377,2390
1104,2231
9,15
1024,1713
48,909
373,2426
1086,1810
1347,2339
1384,2406
580,891
378,1430
961,1522
35,44
891,1426
232,329
903,2483
457,676
847,1356
162,2714
107,563
143,220
282,1318
1214,2052
1326,2293
1002,1644
315,448
158,2716
1023,1703
739,1944
1272,2178
900,2535
939,1480
44,106
735,1192
1218,2063
738,1197
1209,2014
1420,2692
1212,2019
415,692
143,233
1171,2661
749,1211
906,2592
334,1908
1040,2299
147,998
544,2620
1107,2245
909,2489
528,811
662,1040
1183,1974
534,1565
466,1101
906,2605
161,236
106,300
425,1514
249,1517
894,2487
920,1456
1389,2429
311,1348
128,180
690,1115
402,2634
1148,1966
755,1217
1331,2316
952,1502
1210,2026
883,1402
358,534
562,1990
455,1864
211,1009
766,1231
547,2621
184,354
896,2509
1087,1811
214,1428
831,1333
84,1584
1261,2149
531,812
1310,2270
102,140
300,421
905,2450
1189,1980
726,1172
1182,1977
153,2064
538,1875
135,209
926,1462
67,1243
1271,2170
272,1877
1196,1996
485,709
531,825
987,1593
176,368
668,1059
1217,2055
1340,2391
1235,2109
736,1193
149,1662
903,2538
1001,1649
653,2363
945,1488
991,1604
510,779
893,2466
513,784
375,554
812,1309
171,266
484,726
152,1973
415,626
204,793
1028,1728
1327,2290
682,1091
410,632
905,2597
55,175
454,675
907,2606
512,801
243,347
611,2729
124,167
247,503
1097,1841
164,1636
909,2544
316,458
131,183
43,70
84,108
1064,1785
1248,2131
895,2501
243,360
349,527
758,1220
1425,2666
468,2141
1213,2029
10,14
667,1038
371,2208
538,2385
906,2552
91,124
1006,1672
388,576
319,476
534,815
541,1757
570,1226
1136,1903
908,2453
892,2445
530,817
664,1046
426,2157
174,364
413,646
638,993
929,1465
177,369
476,702
1185,2330
901,2571
606,933
699,1124
924,1471
671,1062
1154,1933
674,1067
355,533
23,2009
483,718
617,947
1219,2035
801,1293
1265,2151
301,418
775,1240
1093,1815
9,17
1024,1715
889,1527
30,39
840,1342
452,2657
111,149
580,893
961,1524
1219,2048
73,1735
143,222
59,1019
702,1125
315,450
158,2718
705,1130
1023,1705
1060,1772
201,321
514,781
1063,1777
44,108
85,109
902,2583
282,394
1107,2234
1420,2694
1239,2124
143,235
456,2681
953,1501
1167,1955
907,2553
456,1863
1102,2240
658,1031
425,1503
894,2476
147,1000
1364,2361
719,1162
906,2486
1009,1675
662,1042
187,520
75,2265
211,877
665,1047
1139,1906
466,1103
106,302
1141,1915
630,982
425,1516
1371,2377
894,2489
920,1458
242,348
876,1388
387,2392
595,1109
1336,2312
1215,2022
84,1573
762,1222
1080,1797
87,1578
752,1214
1331,2318
7,13
292,411
748,1216
562,1992
1277,2203
766,1233
547,2623
896,2511
722,1163
578,889
987,1582
959,1520
843,1345
1054,1757
123,201
114,152
81,204
726,1174
153,2066
401,596
425,953
738,1938
1405,2630
737,1942
272,1879
1196,1998
531,827
696,1123
733,1190
1381,2394
149,1664
1238,2116
861,1375
1108,2235
504,1074
500,1369
285,397
295,1610
893,2468
508,1085
1105,2243
236,333
661,1034
907,2487
226,325
1327,2292
90,1447
410,634
454,677
791,1265
907,2608
494,749
1199,1999
874,1384
1057,1771
35,585
477,701
1416,2643
906,2541
1097,1843
178,1573
948,1491
316,460
1071,1790
563,862
291,403
43,72
901,2547
718,1150
1248,2133
1294,2249
895,2503
243,362
664,1035
1013,1677
1031,1731
1034,1736
1280,2206
1187,1978
55,432
319,478
208,876
541,1759
399,592
42,62
892,2447
508,764
483,707
426,2159
667,1053
873,1387
174,366
413,648
1149,1965
1003,1645
60,1018
641,1000
794,1279
1143,1921
1408,2633
362,538
135,1313
606,935
671,1064
189,1549
808,1298
264,380
899,1416
764,1228
511,782
13,17
483,720
16,22
891,1417
172,269
197,1265
27,36
51,164
20,33
81,1440
580,895
44,97
554,842
162,2718
1239,2113
124,211
143,224
731,1185
383,1899
59,1021
907,2542
702,1127
315,452
1023,1707
1157,1936
1160,1941
336,511
1060,1774
598,925
716,1146
719,1151
913,1431
228,1328
1074,1793
143,237
332,927
505,1084
821,1320
537,1561
655,1028
995,1621
1132,1892
894,2478
679,1092
38,49
1106,1839
719,1164
1037,1739
45,173
662,1044
466,1105
502,762
106,304
1141,1917
894,2491
88,112
876,1390
604,931
353,531
644,1003
236,1932
45,186
84,1575
63,1223
609,1396
365,541
910,2556
1120,1871
95,128
292,413
748,1218
1019,1681
19,25
896,2513
304,423
80,1432
70,192
668,1050
1217,2046
149,1653
123,203
480,706
432,958
726,1176
729,1181
954,1528
857,1366
893,2457
513,775
531,829
893,1410
287,1600
149,1666
1105,2232
255,372
504,1076
1349,2336
599,2252
893,2470
1388,2412
1038,2299
487,735
36,45
621,964
1316,2280
1123,1885
173,279
233,330
1353,2347
458,677
661,1036
939,2707
317,445
410,636
969,1539
1411,2638
1273,2179
628,980
185,410
895,2492
243,351
874,1386
1334,2310
1213,2020
1097,1845
1169,1950
588,921
560,859
291,405
299,1986
1276,2197
765,1227
895,2505
1266,2152
302,419
1010,1674
910,2490
329,2215
435,655
1025,1689
794,1268
1283,2213
910,2611
497,752
855,1628
399,594
65,1243
892,2449
964,1571
1219,2026
169,253
174,368
666,1059
1149,1967
884,1403
362,540
135,1315
179,1587
246,365
903,2584
896,1413
806,2688
986,1572
1082,1805
13,19
301,422
891,1419
172,271
1190,1981
197,1267
55,100
1354,2348
428,2304
139,215
1272,2171
81,1442
308,438
44,99
1200,2002
50,1082
554,844
1218,2056
268,2207
591,911
124,213
594,916
143,226
712,1137
1002,1650
946,1489
1023,1709
949,1494
902,1419
742,1201
155,1670
1060,1776
561,860
514,785
1063,1781
651,1019
147,991
716,1148
228,1330
475,1961
781,1250
662,1033
534,1558
936,1538
106,293
795,1269
894,2480
832,1336
1134,1903
488,745
625,979
40,60
1145,1917
665,1051
411,646
502,764
952,1495
748,1207
273,1880
0,1
669,1062
1252,2137
1224,2075
61,1179
759,1221
644,1005
84,1577
887,1406
14,20
609,1398
365,543
318,468
292,415
1431,2674
835,1337
1019,1683
1452,2733
896,2515
1040,1742
80,1434
441,659
959,1524
48,1078
1235,2102
123,205
729,1183
75,430
954,1530
381,1897
1000,1646
489,713
328,1253
610,939
675,1068
893,2459
531,831
156,1671
420,963
487,724
368,544
540,1553
371,549
815,1492
1163,1946
204,786
69,103
83,1435
599,2254
893,2472
1102,1828
1360,2352
136,1446
621,966
1441,2691
173,281
1444,2696
661,1038
117,157
1097,1834
682,1097
410,638
470,689
1137,1906
159,2719
491,748
1273,2181
43,63
944,1484
1064,1778
1420,2645
895,2494
243,353
1150,1966
1240,2125
588,923
223,2222
291,407
1429,2670
1276,2199
765,1229
1020,1684
545,2623
1297,2258
827,1326
42,53
892,2438
1010,1676
79,120
667,1044
101,138
68,190
212,878
406,599
497,754
631,983
163,1632
999,1638
634,988
904,2569
158,241
892,2451
511,773
957,1533
60,1022
369,545
613,942
54,426
498,1369
898,2508
903,2586
245,371
23,29
1428,2673
960,1521
891,1421
172,273
1314,2278
438,658
1121,1883
197,1269
322,483
154,2067
1325,2292
1272,2173
81,1444
851,1362
923,1467
44,101
394,857
554,846
1421,2646
1056,1767
268,2209
1239,2117
143,228
712,1139
1167,1948
1100,1958
377,1334
49,1734
949,1496
372,2424
425,1496
296,1611
1265,2641
147,993
194,287
642,2369
1127,1889
475,1963
1357,2351
1030,1727
383,2145
33,46
142,218
792,1266
73,118
45,56
425,1509
495,750
686,2267
894,2482
679,1096
613,2728
488,747
460,685
769,2423
597,919
799,1282
1210,2021
792,1279
564,863
748,1209
360,538
1249,2134
604,935
244,363
899,2509
804,2686
984,1570
84,1579
755,2272
887,1408
299,420
952,1510
998,1626
320,479
292,417
1431,2676
1019,1685
76,1021
129,2345
1452,2735
896,2517
899,2522
80,1436
441,661
306,436
397,591
849,1358
668,1054
48,1080
423,957
1235,2104
505,767
1054,1763
689,1113
123,207
81,210
595,2417
970,1540
381,1899
328,1255
675,1070
900,1417
893,2461
512,783
715,1142
262,379
415,621
1098,1819
204,788
1101,2238
385,570
1458,2741
25,35
893,2474
1323,2287
447,667
1130,1892
240,337
584,901
1360,2354
621,968
173,283
1444,2698
324,452
498,753
384,1900
410,640
316,453
159,2721
969,1543
184,270
1273,2183
43,65
746,1205
895,2496
243,355
55,425
223,2224
1255,2142
208,869
1027,1726
602,2257
1304,2263
1429,2672
1017,1681
246,343
1366,2360
720,1165
892,2440
1038,1740
664,1041
392,582
1397,2612
423,649
610,2727
532,821
298,654
504,759
1140,1909
251,1518
631,985
163,1634
999,1640
634,990
345,887
1394,2435
877,1391
130,2625
736,1940
892,2453
508,770
692,1116
645,1004
1147,1925
68,434
891,1410
366,542
60,1024
369,547
1024,1710
146,246
903,1420
815,1307
54,428
102,1371
515,786
566,2000
1089,1812
903,2588
20,26
121,603
220,316
13,23
1037,2295
782,1251
1100,1826
960,1523
1218,2047
891,1423
172,275
72,1734
1214,2049
1095,1832
587,904
315,445
858,1367
1272,2175
81,1446
514,776
923,1469
902,2578
394,859
737,1198
150,1667
162,2724
143,230
187,273
505,1077
909,1426
1070,1788
1,2
814,1310
296,1613
1225,2076
147,995
1106,1832
373,2210
1364,2356
488,736
913,1437
665,1042
33,48
318,446
906,2602
1138,1905
106,297
909,2607
1041,1743
894,2484
973,1545
613,2730
1106,1845
166,1637
665,1055
609,1389
952,1499
1210,2023
7,8
611,940
915,1617
1259,2144
150,996
766,1228
1224,2079
831,1330
84,1581
571,881
842,1344
436,656
1238,2098
1026,1690
320,481
1459,2740
292,419
74,196
1452,2737
896,2519
919,1456
531,822
48,1082
183,489
933,1475
335,1260
970,1542
381,1901
926,1472
328,1257
902,2512
675,1072
893,2463
740,1201
378,556
484,723
17,25
487,728
204,790
185,511
1028,1725
138,207
410,629
1053,1755
451,2653
382,567
902,2525
1320,2284
43,54
581,898
309,439
584,903
611,2726
136,1450
321,449
1057,1766
203,393
595,917
976,1548
1418,2647
410,642
316,455
1104,1962
272,385
1273,2185
337,514
562,861
340,519
895,2498
1387,2408
198,291
1169,1956
660,1032
388,573
525,807
1301,2260
93,130
49,60
429,1513
904,2560
293,420
327,1236
1450,2733
627,976
720,1167
892,2442
323,484
426,2154
1243,2376
501,756
666,1052
1140,1911
253,361
544,833
46,68
999,1642
1394,2437
605,934
608,939
673,1068
1340,2322
490,1886
648,1011
260,377
891,1412
285,1602
775,1237
9,14
1211,2033
905,2515
1096,1817
79,2702
1307,2266
54,430
102,1373
1347,2338
903,2590
452,2654
1453,2734
1456,2739
1321,2285
782,1253
88,1596
960,1525
891,1425
322,487
143,219
107,562
1214,2051
118,162
71,87
298,1261
315,447
158,2715
1407,2631
739,1943
1272,2177
1060,1769
942,1484
902,2580
1062,1778
1421,2650
328,507
90,1618
372,550
150,1669
143,232
275,388
906,1423
534,1551
105,1374
537,1556
521,794
1102,2237
425,1500
296,1615
1225,2078
600,2255
1131,1891
52,171
544,2619
1364,2358
1171,1963
40,53
432,1516
466,1100
906,2604
1138,1907
106,299
909,2609
1278,2183
894,2486
1389,2428
632,988
1392,2433
1424,2651
311,1347
168,251
1145,1923
665,1057
318,461
1073,1791
1210,2025
144,244
455,1863
1231,2084
295,413
766,1230
896,2508
831,1332
84,1583
218,314
87,1588
668,1045
86,1592
430,2156
1235,2095
347,1404
845,1351
448,668
401,593
905,2570
404,598
531,824
487,717
733,1187
1151,1929
805,1292
1216,2058
149,1661
183,491
614,943
1237,2117
185,271
907,1424
266,381
893,2465
294,1611
433,2709
484,725
449,2653
17,27
1104,1830
641,2365
29,37
204,792
226,322
410,631
454,674
491,741
83,1441
427,2153
421,618
555,847
980,2302
897,2533
203,395
164,1635
1418,2649
316,457
319,462
515,1340
1027,1717
337,516
297,1612
746,1209
1276,2192
1064,1784
1294,2246
148,994
895,2500
1387,2410
1425,2665
1262,2149
384,2146
174,350
1280,2203
569,879
388,575
319,475
1024,1688
93,132
208,873
996,1626
46,57
122,604
1180,1972
901,2557
1401,2614
293,422
327,1238
72,194
433,2159
402,594
892,2444
426,2156
174,363
908,2573
1140,1913
1143,1918
162,245
343,522
1098,1852
605,936
490,720
608,941
355,532
1428,2666
756,2273
1081,1804
257,374
1449,2725
620,951
891,1414
172,266
113,1120
982,1569
1093,1814
9,16
322,476
1211,2035
99,138
30,38
136,205
547,1762
227,323
452,2656
1453,2736
723,1170
900,2523
535,1873
81,1437
1318,2282
279,1129
535,826
891,1427
1193,1994
124,208
143,221
153,1663
547,836
956,1529
1214,2053
730,1186
59,1018
974,1546
315,449
1023,1704
676,1071
902,2582
1062,1780
988,1602
716,1143
1246,2126
150,1671
783,2072
1239,2123
1030,1720
818,1312
1167,1954
658,1030
386,571
475,1848
894,2475
1324,2288
1040,2300
719,1161
460,678
625,974
40,55
1445,2699
662,1041
52,65
683,1100
466,1102
502,759
686,1105
474,697
792,1272
864,1377
1141,1914
416,692
249,1518
1389,2430
311,1349
1375,2387
346,525
609,1393
980,1565
1210,2027
903,2513
1228,2081
292,410
562,1991
1305,2264
455,1865
1231,2086
1277,2202
766,1232
896,2510
994,1621
86,1594
48,1073
1438,2685
123,200
1191,1990
845,1353
903,2526
74,429
1395,2436
1405,2629
272,1878
156,1666
696,1122
171,254
484,714
668,1060
430,2400
733,1189
917,1764
1216,2060
149,1663
614,945
1237,2119
504,1073
1421,2694
273,386
816,1308
308,609
519,792
1348,2337
893,2467
812,1310
1388,2409
584,894
17,29
1269,2165
486,736
439,661
67,560
461,679
204,794
1028,1729
909,2532
410,633
451,671
454,676
588,905
75,91
907,2607
1199,1998
1276,2181
596,2422
943,1483
611,2730
1057,1770
35,584
203,397
867,1380
347,856
326,504
419,695
316,459
1071,1789
1329,2313
950,1499
5,8
215,1575
297,1614
326,854
1229,2082
612,1396
1387,2412
1425,2667
179,282
384,2148
910,2608
208,875
1045,1749
1136,1904
53,183
903,2568
1107,1846
892,2446
68,427
694,1118
174,365
172,255
504,765
803,1290
503,769
322,465
1024,1703
1077,1795
146,239
612,941
1114,1862
1372,2386
343,524
615,946
1098,1854
1117,1867
924,1472
248,371
201,296
373,551
756,2275
891,1416
172,268
1239,2099
96,135
1096,1821
1460,2741
27,35
1095,1825
840,1343
1435,2684
1051,1755
452,672
20,32
405,597
81,1439
44,96
963,1534
150,1660
78,94
124,210
143,223
1030,1709
1002,1647
59,1020
1279,2184
946,1486
1204,2010
1023,1706
814,1303
379,557
532,1553
716,1145
488,729
475,1958
1385,2408
505,1083
33,41
1029,1726
655,1027
1102,2241
909,2600
894,2477
1324,2290
1131,1895
785,1258
788,1263
488,742
431,2157
40,57
45,172
662,1043
871,1382
466,1104
502,761
474,699
1141,1916
416,694
1172,2663
184,344
288,401
353,530
236,1931
898,2545
929,1629
84,1574
609,1395
757,2276
1238,2091
320,474
1228,2083
292,412
204,299
129,2340
905,2561
547,2624
132,2345
545,1760
896,2512
578,890
396,590
423,952
1238,2104
123,202
176,1526
408,600
545,834
1000,1643
538,831
703,1127
1158,1936
359,536
1341,2323
649,1012
805,1296
261,378
182,2071
1381,2395
370,550
906,2516
1097,1818
204,783
185,504
1028,1718
581,891
1388,2411
379,1430
1038,2298
247,493
173,278
486,738
1290,2226
939,2706
906,2529
283,1318
551,840
1327,2293
410,635
588,907
1236,2111
1411,2637
943,1485
243,350
1057,1772
203,399
276,389
978,1563
1329,2315
950,1501
1027,1721
5,10
428,638
326,856
1429,2667
202,295
176,279
114,1121
1175,1969
829,1332
464,682
323,477
529,811
1031,1732
1308,2269
1034,1737
767,1622
908,2564
841,1342
910,2610
497,751
634,985
1188,2325
399,593
65,1242
536,827
601,929
403,2634
169,252
482,712
174,367
666,1058
350,529
1077,1797
956,1507
343,526
565,1356
362,539
1098,1856
1232,2085
877,1399
92,126
1088,1811
46,424
756,2277
88,1589
1311,2270
891,1418
172,270
213,308
18,32
322,480
848,2216
65,558
321,484
154,2064
118,155
1095,1827
1048,1752
907,2530
1023,1695
405,599
14,2434
81,1441
1197,1996
1200,2001
854,1364
175,258
1341,2391
978,2302
124,212
143,225
1058,1773
417,959
890,1408
902,2465
802,1295
284,1598
654,2363
949,1493
909,2589
289,400
1025,1717
813,1309
532,1555
716,1147
194,284
228,1329
642,2366
475,1960
781,1249
505,1085
936,1537
1029,1728
382,2146
230,328
906,2597
908,2606
1278,2176
894,2479
1134,1902
612,2729
488,744
1105,1844
40,59
662,1045
871,1384
318,454
411,645
502,763
1210,2018
904,2500
295,406
1112,1860
747,1210
1277,2193
1249,2131
0,0
929,1631
84,1576
1080,1800
754,2273
1263,2150
609,1397
1235,2088
1312,2271
111,1120
292,414
1212,2040
129,2342
838,1341
896,2514
722,1166
1021,1691
434,2160
48,1077
423,954
76,92
408,602
1144,1919
798,1282
1028,1707
954,1529
1000,1645
700,1124
925,1471
328,1252
178,261
491,721
24,2009
893,2458
812,1301
173,267
779,1245
204,785
185,506
506,1086
1348,2341
491,734
907,2598
243,339
621,965
786,1261
1269,2169
1441,2690
173,280
486,740
233,331
897,2526
623,974
1194,1995
326,495
551,842
1215,2054
1236,2113
319,455
1273,2180
895,2493
1247,2127
874,1387
1250,2132
739,1199
558,858
1222,2070
1425,2658
323,466
276,391
1280,2196
639,2365
319,468
425,635
208,866
602,2254
202,297
545,2622
492,746
392,579
53,66
56,71
1143,1911
406,598
536,1876
898,2494
1328,2307
246,353
1187,2331
399,595
1393,2436
300,1986
347,526
803,1294
285,1597
1379,2393
1332,2318
1211,2028
8,13
11,18
565,1358
1098,1858
208,303
1347,2333
903,2585
92,128
56,434
245,370
556,1925
549,2703
559,1176
891,1420
844,1345
438,657
231,327
118,157
1095,1829
1186,1984
1325,2291
136,211
157,2714
160,2719
81,1443
1409,2635
988,1595
672,1066
809,1300
1058,1775
712,1138
505,1074
618,951
802,1297
284,1600
906,2586
536,1555
289,402
1025,1719
813,1311
532,1557
716,1149
64,1223
625,967
642,2368
828,1326
475,1962
781,1251
1029,1730
142,217
894,2481
679,1095
467,687
632,983
244,349
612,2731
488,746
899,2495
40,61
481,706
599,927
590,1107
411,647
1210,2020
292,403
144,239
882,1400
747,1212
360,537
1426,2668
609,1399
1035,1736
211,306
389,578
95,131
292,416
1212,2042
129,2344
1021,1693
156,1659
805,1287
48,1079
423,956
1144,1921
381,1898
900,2463
905,2578
925,1473
328,1254
907,2587
893,2460
646,1765
287,1603
640,2364
1097,1822
204,787
185,508
1028,1722
31,41
1458,2740
1323,2286
1276,2174
596,2415
240,336
446,670
465,683
45,97
173,282
964,1535
897,2528
1444,2697
623,976
79,95
848,1360
414,610
1215,2056
1280,2185
159,2720
1236,2115
1027,1712
1273,2182
1276,2187
340,516
1247,2129
1250,2134
1150,1967
1387,2405
957,1508
485,732
822,1320
1124,1887
910,2601
1027,1725
1017,1680
53,176
1020,1685
789,1264
489,743
892,2439
392,581
610,2726
322,458
1024,1696
631,984
163,1633
1098,1847
1328,2309
4,4
1428,2661
22,2007
300,1988
1339,2323
891,1409
619,950
1239,2092
322,471
1211,2030
11,20
190,665
546,1761
535,1868
81,1432
1044,1745
1252,2677
556,1927
549,2705
43,93
891,1422
438,659
59,74
231,329
847,1352
1239,2105
1030,1702
546,835
1002,1640
730,1181
59,1013
1095,1831
1279,2177
955,1528
191,1132
315,444
414,652
967,1538
182,265
894,2457
923,1468
902,2577
394,858
1218,2059
806,1297
1382,2396
909,2472
809,1302
709,1135
1030,1715
1029,1719
206,864
600,2252
651,1022
45,165
475,1964
121,160
33,47
51,64
563,2427
1141,1909
908,2610
495,751
1392,2430
896,2492
244,351
378,1334
743,1203
1145,1920
590,1109
1101,1850
1210,2022
951,1502
144,241
429,639
747,1214
1277,2197
1249,2135
205,867
1426,2670
86,1589
1035,1738
842,1343
436,655
914,1448
1284,2213
320,480
209,878
635,986
1184,1982
1335,2380
250,357
62,77
965,1571
274,1882
327,496
48,1081
423,958
670,1064
689,1114
1144,1923
151,1667
363,540
180,1587
1100,2230
136,1436
17,24
134,545
204,789
185,510
155,2065
119,156
907,2602
1273,2171
581,897
446,672
298,508
855,1365
897,2530
203,392
713,1137
164,1632
316,454
184,500
590,922
1273,2184
290,401
326,849
340,518
1064,1781
1275,2193
1250,2136
195,285
48,760
467,2141
899,2552
1361,2354
432,642
485,734
822,1322
1124,1889
1005,1672
208,870
1429,2673
899,2444
1017,1682
327,1235
53,178
471,691
1450,2732
720,1166
892,2441
1368,2370
626,979
610,2728
803,1285
905,2501
1142,1919
1098,1849
924,1467
215,1007
1328,2311
903,2576
130,2626
154,997
589,925
4,6
608,938
673,1067
1110,1859
645,1005
648,1010
1081,1801
1084,1806
260,376
891,1411
619,952
366,543
285,1601
1211,2032
1214,2037
1119,2214
11,22
324,482
102,1372
1266,2641
586,896
723,1167
535,1870
1044,1747
1292,2226
43,95
1442,2695
693,1116
282,1316
1214,2050
1095,1833
298,1260
191,1134
1004,1651
909,2582
160,2723
1025,1710
813,1302
770,2423
923,1470
902,2579
1062,1777
988,1599
719,1145
906,2469
816,1492
809,1304
150,1668
1385,2403
1164,1946
1167,1951
105,1373
909,2595
915,1592
1352,2347
897,2477
1270,2170
625,971
40,52
1445,2696
149,224
186,520
74,2265
502,756
632,987
1392,2432
875,1388
49,114
898,2540
1245,2126
1145,1922
609,1390
590,1111
1331,2314
880,1624
1210,2024
7,9
320,469
750,2268
951,1504
144,243
766,1229
129,2335
896,2507
1087,1809
722,1159
1233,2092
1298,2258
893,2438
86,1591
958,1520
845,1350
1144,1912
1237,2103
320,482
538,1873
209,880
1028,1700
663,1050
1000,1638
728,1179
76,1024
1335,2382
793,1281
849,1361
430,2397
907,2470
1237,2116
1028,1713
816,1305
1348,2334
1100,2232
294,1610
1388,2406
133,201
47,915
449,2652
17,26
550,2704
1269,2162
1315,2278
640,2368
442,663
204,791
1355,2350
185,512
155,2067
119,158
1053,1756
454,673
159,2711
140,217
593,2414
555,846
897,2532
558,851
936,1477
203,394
323,459
1059,1776
1418,2648
316,456
131,2625
184,502
1161,1945
337,515
326,851
746,1208
1429,2662
427,637
1275,2195
176,274
195,287
1425,2664
899,2554
413,631
34,46
987,1620
622,970
525,808
910,2605
93,131
996,1625
896,2441
496,750
1045,1746
293,421
53,180
158,233
41,62
60,75
873,1383
482,707
503,766
687,1112
165,249
615,943
1098,1851
92,121
608,940
673,1069
1081,1803
1084,1808
891,1413
285,1603
212,307
575,884
1211,2034
96,132
321,479
99,137
1095,1822
902,2447
1186,1977
330,1238
78,199
723,1169
542,828
535,1872
1318,2281
160,2712
1044,1749
1321,2286
445,666
923,1459
1186,2327
66,81
582,900
394,849
853,1363
122,161
806,1288
1055,1763
962,1535
693,1118
846,1360
937,1478
730,1185
298,1262
955,1532
1378,2389
927,1470
901,2464
328,616
906,2579
744,1204
902,2581
1062,1779
532,1550
263,379
150,1670
1029,1723
523,804
206,868
600,2256
679,1088
52,172
678,1092
46,98
40,54
82,1448
462,686
502,758
903,2499
1277,2188
632,989
1203,2010
722,1148
898,2542
1108,1857
1338,2319
609,1392
95,124
1256,2142
7,11
951,1506
292,409
144,245
1277,2201
1233,2094
1021,1686
721,1165
1177,1970
1042,1745
1398,2612
921,1455
86,1593
958,1522
423,949
148,1653
845,1352
635,990
346,887
69,84
1335,2384
328,1247
907,2580
1151,1930
1216,2059
370,547
614,944
1237,2118
1421,2693
103,1371
567,2000
1090,1812
1100,2234
907,2593
294,1612
591,1081
47,917
1038,2295
895,2475
449,2654
17,28
108,146
486,735
897,2521
439,660
623,969
848,1353
1240,2106
120,614
147,222
1215,2049
